StudentID,CourseID
STU100025,CS170
STU100025,MECH187
STU100026,BIO347
STU100026,CIVIL472
STU100026,BIO307
STU100026,PHY210
STU100027,MECH261
STU100027,BIO187
STU100027,ECO218
STU100027,PHY369
STU100027,BIO132
STU100028,EE175
STU100028,MECH203
STU100028,PHY465
STU100028,ECO309
STU100029,BIO291
STU100029,MECH205
STU100029,HUM445
STU100029,MATH479
STU100029,MECH458
STU100030,PHY496
STU100030,CHEM231
STU100030,CS438
STU100030,BIO254
STU100030,MECH194
STU100031,MATH418
STU100031,BIO262
STU100031,CIVIL408
STU100032,MATH472
STU100032,PHY314
STU100032,MECH495
STU100032,MATH110
STU100033,CIVIL109
STU100033,HUM120
STU100033,BIO277
STU100033,BIO301
STU100033,PHY314
STU100034,CIVIL236
STU100034,MECH217
STU100034,BIO201
STU100035,BIO187
STU100035,PHY499
STU100035,CS450
STU100035,BIO262
STU100035,EE210
STU100035,MATH472
STU100036,HUM120
STU100036,ECO218
STU100036,BIO274
STU100037,ECO320
STU100037,CS170
STU100037,BIO349
STU100037,EE461
STU100037,HUM146
STU100038,ECO242
STU100038,CS196
STU100038,MATH446
STU100038,EE210
STU100038,MECH203
STU100038,PHY355
STU100039,EE158
STU100039,MATH159
STU100039,BIO187
STU100040,MATH159
STU100040,ECO408
STU100040,EE393
STU100040,MATH472
STU100040,ECO149
STU100041,ECO264
STU100041,MATH157
STU100041,CS438
STU100041,PHY465
STU100041,CIVIL186
STU100041,MECH194
STU100042,MECH261
STU100042,MATH413
STU100042,BIO125
STU100042,PHY369
STU100042,MECH187
STU100042,EE158
STU100043,MECH348
STU100043,CHEM151
STU100043,CS196
STU100044,MATH418
STU100044,CIVIL472
STU100044,ECO280
STU100045,MATH413
STU100045,MATH216
STU100045,CS196
STU100045,PHY101
STU100045,PHY210
STU100045,MECH453
STU100046,PHY496
STU100046,MECH261
STU100046,MECH453
STU100046,ECO183
STU100046,ECO280
STU100046,ECO314
STU100047,MATH479
STU100047,CS245
STU100047,CIVIL408
STU100047,BIO187
STU100048,EE111
STU100048,MATH159
STU100048,MECH194
STU100048,ECO314
STU100049,ECO236
STU100049,HUM120
STU100049,MECH273
STU100049,CS395
STU100050,HUM120
STU100050,CHEM490
STU100050,HUM284
STU100050,MATH446
STU100051,EE111
STU100051,CIVIL109
STU100051,HUM114
STU100051,CIVIL338
STU100052,ECO320
STU100052,BIO487
STU100052,CIVIL109
STU100052,MECH203
STU100052,CS367
STU100053,ECO264
STU100053,CS450
STU100053,HUM335
STU100054,MATH352
STU100054,PHY101
STU100054,BIO349
STU100054,MECH405
STU100055,MECH148
STU100055,MECH209
STU100055,CIVIL461
STU100055,CS450
STU100055,MECH458
STU100056,PHY430
STU100056,BIO349
STU100056,CS438
STU100056,CHEM151
STU100056,ECO280
STU100056,PHY314
STU100057,BIO487
STU100057,CIVIL109
STU100057,CIVIL142
STU100057,PHY197
STU100058,MATH418
STU100058,CIVIL109
STU100058,HUM146
STU100058,MATH446
STU100059,MATH418
STU100059,PHY430
STU100059,CHEM219
STU100059,ECO218
STU100059,BIO277
STU100060,ECO290
STU100060,CS302
STU100060,CS387
STU100060,HUM335
STU100061,PHY430
STU100061,BIO349
STU100061,MECH261
STU100061,HUM397
STU100061,MATH446
STU100061,CIVIL338
STU100062,ECO320
STU100062,CS328
STU100062,MECH217
STU100062,MECH368
STU100063,CS162
STU100063,MECH405
STU100063,MATH413
STU100063,BIO187
STU100064,ECO183
STU100064,CHEM422
STU100064,CS367
STU100065,CIVIL235
STU100065,BIO291
STU100065,MATH352
STU100065,ECO340
STU100065,PHY314
STU100066,PHY430
STU100066,BIO277
STU100066,EE158
STU100066,EE471
STU100066,MECH453
STU100067,CIVIL235
STU100067,MATH479
STU100067,CHEM422
STU100067,MECH194
STU100067,HUM284
STU100068,CIVIL461
STU100068,HUM445
STU100068,ECO461
STU100068,BIO132
STU100068,ECO314
STU100069,MATH352
STU100069,PHY386
STU100069,BIO274
STU100069,CHEM282
STU100069,CS367
STU100070,CIVIL196
STU100070,HUM445
STU100070,ECO408
STU100070,MECH453
STU100071,CIVIL236
STU100071,CIVIL139
STU100071,MECH205
STU100071,CHEM433
STU100071,MECH203
STU100072,PHY496
STU100072,MECH368
STU100072,MATH110
STU100072,EE461
STU100072,MECH203
STU100072,MECH405
STU100073,CHEM102
STU100073,MATH418
STU100073,HUM248
STU100073,PHY441
STU100074,BIO349
STU100074,EE175
STU100074,ECO407
STU100074,CHEM433
STU100074,HUM146
STU100074,CS450
STU100075,CIVIL235
STU100075,BIO349
STU100075,MECH217
STU100075,EE308
STU100075,EE393
STU100076,PHY430
STU100076,HUM248
STU100076,MATH479
STU100077,HUM246
STU100077,MATH226
STU100077,PHY314
STU100078,BIO487
STU100078,MECH261
STU100078,ECO461
STU100078,EE461
STU100078,ECO407
STU100079,ECO236
STU100079,MECH457
STU100079,MECH148
STU100080,EE175
STU100080,ECO461
STU100080,HUM114
STU100080,BIO222
STU100080,MATH472
STU100081,PHY496
STU100081,CHEM219
STU100081,HUM181
STU100081,EE308
STU100081,CS245
STU100081,MECH405
STU100082,MECH468
STU100082,HUM246
STU100082,HUM120
STU100082,BIO307
STU100082,CHEM358
STU100082,MECH495
STU100083,PHY441
STU100083,BIO487
STU100083,CS170
STU100084,CS196
STU100084,CS395
STU100084,MECH453
STU100085,CIVIL236
STU100085,ECO160
STU100085,EE411
STU100085,HUM335
STU100086,ECO160
STU100086,EE471
STU100086,ECO269
STU100086,EE146
STU100087,MATH472
STU100087,MECH205
STU100087,HUM284
STU100087,CIVIL461
STU100088,MECH261
STU100088,MECH368
STU100088,CIVIL262
STU100088,ECO160
STU100088,HUM114
STU100088,CHEM490
STU100089,BIO125
STU100089,ECO269
STU100089,MATH413
STU100090,HUM246
STU100090,CHEM257
STU100090,HUM114
STU100090,PHY441
STU100091,ECO264
STU100091,CIVIL472
STU100091,CIVIL350
STU100091,EE210
STU100091,EE471
STU100091,MECH405
STU100092,MATH418
STU100092,MATH122
STU100092,CHEM265
STU100093,HUM246
STU100093,CS395
STU100093,CHEM151
STU100094,CHEM287
STU100094,HUM397
STU100094,PHY386
STU100094,ECO218
STU100094,EE210
STU100095,HUM270
STU100095,BIO487
STU100095,CIVIL109
STU100095,EE393
STU100095,MECH348
STU100095,MECH405
STU100096,CIVIL235
STU100096,BIO291
STU100096,HUM181
STU100096,CIVIL142
STU100096,ECO340
STU100096,EE158
STU100097,BIO153
STU100097,MATH472
STU100097,PHY369
STU100097,MATH314
STU100098,EE210
STU100098,ECO407
STU100098,EE471
STU100098,HUM246
STU100099,HUM406
STU100099,CHEM231
STU100099,CHEM287
STU100099,MATH479
STU100099,PHY101
STU100100,MATH157
STU100100,ECO236
STU100100,PHY386
STU100100,HUM120
STU100100,MECH238
STU100100,CHEM358
STU100101,MATH472
STU100101,ECO218
STU100101,HUM335
STU100102,HUM181
STU100102,MECH205
STU100102,MECH209
STU100102,CIVIL408
STU100102,CS302
STU100102,CHEM490
STU100103,MECH104
STU100103,HUM350
STU100103,MECH238
STU100104,PHY496
STU100104,BIO347
STU100104,MECH261
STU100104,BIO187
STU100104,MECH209
STU100104,PHY369
STU100105,PHY430
STU100105,BIO487
STU100105,MECH368
STU100105,EE146
STU100105,BIO291
STU100106,ECO236
STU100106,MATH472
STU100106,PHY441
STU100107,BIO277
STU100107,ECO408
STU100107,HUM397
STU100108,PHY441
STU100108,EE158
STU100108,MECH453
STU100109,MECH217
STU100109,HUM181
STU100109,MECH495
STU100109,MECH187
STU100109,MATH272
STU100109,MECH453
STU100110,PHY430
STU100110,CHEM287
STU100110,HUM246
STU100110,ECO183
STU100110,BIO222
STU100110,BIO274
STU100111,MECH205
STU100111,HUM181
STU100111,HUM120
STU100111,CHEM151
STU100112,MATH472
STU100112,CIVIL109
STU100112,CHEM287
STU100112,MECH453
STU100113,CHEM231
STU100113,BIO349
STU100113,MATH352
STU100113,CS395
STU100113,MATH472
STU100113,PHY101
STU100114,MECH104
STU100114,PHY496
STU100114,HUM120
STU100115,ECO309
STU100115,EE308
STU100115,EE158
STU100115,CHEM282
STU100115,CS387
STU100116,ECO160
STU100116,CIVIL408
STU100116,CHEM422
STU100116,CHEM282
STU100116,CS367
STU100117,CS450
STU100117,MATH159
STU100117,CHEM151
STU100118,MATH226
STU100118,HUM246
STU100118,ECO408
STU100118,CHEM433
STU100118,HUM146
STU100119,ECO280
STU100119,BIO349
STU100119,MATH413
STU100119,BIO201
STU100120,BIO254
STU100120,EE323
STU100120,PHY465
STU100120,MECH203
STU100120,CIVIL338
STU100121,MECH348
STU100121,MECH209
STU100121,MECH273
STU100121,MATH122
STU100122,BIO347
STU100122,MATH253
STU100122,MECH217
STU100122,HUM397
STU100123,CS328
STU100123,HUM181
STU100123,MECH453
STU100124,PHY496
STU100124,CHEM287
STU100124,HUM246
STU100124,MECH104
STU100124,HUM114
STU100124,PHY355
STU100125,MATH472
STU100125,BIO307
STU100125,BIO277
STU100126,BIO349
STU100126,CS438
STU100126,PHY441
STU100126,PHY369
STU100126,CHEM422
STU100126,CS367
STU100127,ECO218
STU100127,CIVIL461
STU100127,MECH187
STU100127,MECH457
STU100127,PHY299
STU100127,BIO132
STU100128,PHY430
STU100128,ECO196
STU100128,CIVIL461
STU100129,CIVIL472
STU100129,CS302
STU100129,ECO280
STU100129,EE471
STU100129,PHY210
STU100130,ECO149
STU100130,ECO183
STU100130,CHEM231
STU100130,CS438
STU100131,ECO290
STU100131,CHEM358
STU100131,EE411
STU100131,MATH472
STU100131,MATH272
STU100132,CIVIL236
STU100132,CS196
STU100132,ECO218
STU100133,CHEM265
STU100133,ECO461
STU100133,MECH104
STU100133,PHY369
STU100133,MATH272
STU100134,MECH468
STU100134,BIO487
STU100134,MECH261
STU100134,CHEM257
STU100134,CIVIL408
STU100134,MATH122
STU100135,MECH217
STU100135,EE111
STU100135,PHY386
STU100135,MATH112
STU100135,CHEM490
STU100136,MECH205
STU100136,BIO349
STU100136,ECO407
STU100136,MECH104
STU100137,HUM120
STU100137,ECO218
STU100137,HUM335
STU100137,CS395
STU100137,MECH453
STU100138,BIO132
STU100138,MECH405
STU100138,CS165
STU100139,CHEM102
STU100139,ECO269
STU100139,EE111
STU100139,CIVIL109
STU100139,CIVIL142
STU100139,MECH348
STU100140,EE175
STU100140,HUM120
STU100140,HUM284
STU100140,MECH261
STU100141,CHEM257
STU100141,HUM350
STU100141,ECO340
STU100142,PHY163
STU100142,CHEM231
STU100142,MECH148
STU100142,ECO218
STU100142,BIO125
STU100142,BIO222
STU100143,PHY441
STU100143,HUM248
STU100143,BIO349
STU100143,MATH314
STU100144,PHY465
STU100144,PHY496
STU100144,BIO349
STU100144,MECH238
STU100145,CS302
STU100145,HUM181
STU100145,MECH194
STU100146,CS298
STU100146,BIO349
STU100146,CS395
STU100147,CIVIL235
STU100147,EE461
STU100147,BIO125
STU100147,EE158
STU100147,HUM248
STU100148,MATH157
STU100148,MATH413
STU100148,CIVIL472
STU100148,CIVIL350
STU100148,ECO407
STU100148,CS395
STU100149,CHEM231
STU100149,HUM181
STU100149,EE461
STU100149,MATH122
STU100149,CS245
STU100149,MATH472
STU100150,CHEM231
STU100150,BIO349
STU100150,EE393
STU100150,CHEM358
STU100150,MECH273
STU100150,ECO314
STU100151,MECH217
STU100151,ECO236
STU100151,MATH159
STU100151,EE393
STU100151,CS387
STU100152,ECO242
STU100152,CHEM358
STU100152,CIVIL338
STU100153,CIVIL262
STU100153,BIO201
STU100153,HUM335
STU100153,CHEM257
STU100153,ECO340
STU100153,CHEM151
STU100154,ECO183
STU100154,CHEM231
STU100154,PHY465
STU100154,HUM445
STU100155,HUM406
STU100155,MATH157
STU100155,CS438
STU100155,BIO201
STU100155,CS395
STU100156,HUM246
STU100156,MATH489
STU100156,MATH157
STU100156,ECO236
STU100157,BIO349
STU100157,CIVIL472
STU100157,MATH479
STU100157,EE393
STU100157,MATH472
STU100157,CS302
STU100158,BIO349
STU100158,HUM335
STU100158,EE461
STU100158,BIO222
STU100158,CS387
STU100159,PHY163
STU100159,HUM181
STU100159,MATH112
STU100159,PHY465
STU100159,CIVIL408
STU100159,MECH273
STU100160,PHY441
STU100160,ECO290
STU100160,CHEM422
STU100160,MATH157
STU100161,EE210
STU100161,MECH203
STU100161,BIO301
STU100161,HUM445
STU100162,HUM406
STU100162,MECH209
STU100162,ECO290
STU100162,MATH489
STU100162,PHY210
STU100162,BIO132
STU100163,BIO349
STU100163,MATH112
STU100163,CS395
STU100163,MECH194
STU100163,MATH122
STU100163,HUM284
STU100164,CIVIL350
STU100164,BIO254
STU100164,MECH209
STU100164,HUM284
STU100165,BIO487
STU100165,ECO269
STU100165,HUM246
STU100165,ECO309
STU100165,CHEM119
STU100165,ECO340
STU100166,MATH472
STU100166,BIO307
STU100166,EE146
STU100167,CS302
STU100167,ECO242
STU100167,BIO222
STU100168,CIVIL235
STU100168,BIO277
STU100168,BIO153
STU100168,MATH446
STU100168,CS328
STU100169,CS298
STU100169,MATH413
STU100169,CIVIL472
STU100169,MATH216
STU100169,MECH203
STU100170,BIO153
STU100170,HUM397
STU100170,CHEM444
STU100171,ECO340
STU100171,PHY299
STU100171,CHEM219
STU100172,MECH148
STU100172,BIO349
STU100172,ECO340
STU100172,MATH489
STU100173,EE461
STU100173,ECO183
STU100173,BIO125
STU100173,HUM146
STU100173,MECH203
STU100173,PHY314
STU100174,MECH203
STU100174,HUM114
STU100174,MATH112
STU100175,CIVIL139
STU100175,EE323
STU100175,PHY386
STU100175,MECH238
STU100175,ECO149
STU100175,MECH453
STU100176,HUM246
STU100176,CS438
STU100176,ECO408
STU100177,BIO349
STU100177,CHEM219
STU100177,MECH104
STU100177,BIO125
STU100177,EE393
STU100177,CS245
STU100178,CS298
STU100178,BIO349
STU100178,PHY386
STU100178,CIVIL142
STU100178,MECH238
STU100179,EE323
STU100179,HUM120
STU100179,MATH479
STU100179,CHEM358
STU100179,CHEM433
STU100179,CHEM422
STU100180,HUM406
STU100180,BIO262
STU100180,CIVIL461
STU100180,CS302
STU100180,BIO132
STU100180,MECH453
STU100181,EE111
STU100181,CS328
STU100181,EE175
STU100182,BIO487
STU100182,BIO349
STU100182,HUM246
STU100182,ECO196
STU100182,BIO274
STU100182,MECH405
STU100183,CIVIL139
STU100183,CIVIL109
STU100183,CS395
STU100183,BIO132
STU100183,MECH453
STU100184,HUM246
STU100184,ECO309
STU100184,EE308
STU100184,ECO160
STU100184,MECH458
STU100185,HUM120
STU100185,BIO262
STU100185,ECO196
STU100186,MECH468
STU100186,PHY386
STU100186,ECO408
STU100186,MATH112
STU100186,CHEM422
STU100186,MATH122
STU100187,MECH468
STU100187,MECH203
STU100187,PHY314
STU100188,PHY430
STU100188,MATH489
STU100188,MECH205
STU100189,EE210
STU100189,ECO218
STU100189,BIO277
STU100190,ECO264
STU100190,ECO160
STU100190,PHY430
STU100191,ECO320
STU100191,CS302
STU100191,BIO349
STU100191,HUM335
STU100192,EE411
STU100192,MATH226
STU100192,CIVIL262
STU100192,MATH122
STU100193,ECO264
STU100193,BIO125
STU100193,EE210
STU100193,MECH203
STU100193,PHY101
STU100193,MECH458
STU100194,CHEM102
STU100194,HUM406
STU100194,ECO196
STU100194,HUM445
STU100194,CHEM119
STU100195,PHY430
STU100195,ECO149
STU100195,ECO218
STU100195,MECH238
STU100196,MATH418
STU100196,CIVIL262
STU100196,ECO218
STU100197,MECH187
STU100197,BIO487
STU100197,PHY499
STU100197,MATH216
STU100198,PHY163
STU100198,CIVIL472
STU100198,ECO218
STU100199,CHEM102
STU100199,CIVIL235
STU100199,PHY210
STU100199,ECO160
STU100199,MECH203
STU100199,MECH405
STU100200,CS162
STU100200,MATH226
STU100200,EE308
STU100201,MATH418
STU100201,EE146
STU100201,EE461
STU100201,BIO222
STU100201,CS387
STU100202,CIVIL142
STU100202,ECO183
STU100202,BIO307
STU100202,MECH453
STU100203,MATH418
STU100203,BIO291
STU100203,CS367
STU100203,HUM335
STU100204,BIO347
STU100204,BIO349
STU100204,ECO461
STU100204,HUM248
STU100204,MECH495
STU100205,MECH205
STU100205,CIVIL196
STU100205,MECH203
STU100205,CS328
STU100205,CHEM151
STU100206,CHEM257
STU100206,CIVIL262
STU100206,HUM120
STU100207,BIO349
STU100207,CHEM265
STU100207,CIVIL109
STU100207,MATH112
STU100207,HUM248
STU100208,CIVIL235
STU100208,PHY163
STU100208,CIVIL142
STU100208,MATH122
STU100208,MECH453
STU100209,EE210
STU100209,MECH457
STU100209,BIO262
STU100209,MECH453
STU100210,CHEM102
STU100210,ECO269
STU100210,MATH122
STU100210,MATH472
STU100210,MATH314
STU100210,CS387
STU100211,ECO264
STU100211,MATH157
STU100211,BIO291
STU100211,ECO340
STU100211,MATH446
STU100211,CHEM490
STU100212,CS298
STU100212,CHEM102
STU100212,CHEM219
STU100212,MECH104
STU100212,MECH203
STU100212,MECH453
STU100213,HUM120
STU100213,CS387
STU100213,CS245
STU100214,MECH217
STU100214,BIO187
STU100214,HUM120
STU100214,MATH216
STU100214,CS302
STU100215,MECH348
STU100215,CS367
STU100215,BIO307
STU100215,CIVIL461
STU100216,MECH217
STU100216,BIO187
STU100216,HUM246
STU100216,ECO408
STU100216,BIO153
STU100216,CHEM433
STU100217,CIVIL109
STU100217,MECH273
STU100217,CHEM151
STU100218,EE308
STU100218,CS450
STU100218,BIO262
STU100218,CHEM265
STU100219,CS298
STU100219,CHEM102
STU100219,HUM120
STU100219,CIVIL186
STU100219,EE158
STU100219,BIO132
STU100220,MECH217
STU100220,MATH272
STU100220,CS395
STU100220,MECH453
STU100221,CHEM219
STU100221,CS367
STU100221,CIVIL262
STU100221,BIO277
STU100221,CS245
STU100221,CIVIL338
STU100222,MATH226
STU100222,MECH261
STU100222,HUM114
STU100222,CS395
STU100222,CIVIL186
STU100223,MATH226
STU100223,MATH157
STU100223,CHEM422
STU100223,MECH453
STU100224,CHEM287
STU100224,ECO407
STU100224,BIO274
STU100224,CHEM422
STU100224,CIVIL186
STU100225,CIVIL472
STU100225,HUM397
STU100225,MECH368
STU100225,ECO461
STU100226,ECO320
STU100226,HUM246
STU100226,CHEM433
STU100226,CS245
STU100226,ECO280
STU100227,BIO487
STU100227,CS165
STU100227,ECO236
STU100227,ECO196
STU100227,MECH187
STU100228,CIVIL235
STU100228,MATH157
STU100228,CHEM265
STU100228,EE461
STU100228,MECH187
STU100228,CIVIL186
STU100229,CS438
STU100229,MATH159
STU100229,CIVIL350
STU100229,MATH472
STU100229,ECO149
STU100230,ECO290
STU100230,ECO340
STU100230,ECO218
STU100231,HUM270
STU100231,ECO160
STU100231,PHY386
STU100231,BIO487
STU100232,ECO242
STU100232,CS170
STU100232,BIO291
STU100233,CIVIL139
STU100233,CHEM231
STU100233,EE175
STU100233,MECH209
STU100233,MECH203
STU100234,MATH418
STU100234,EE111
STU100234,PHY386
STU100234,CIVIL461
STU100234,EE461
STU100234,MATH272
STU100235,MATH418
STU100235,MATH352
STU100235,EE323
STU100235,ECO242
STU100235,PHY369
STU100235,MATH122
STU100236,EE308
STU100236,MATH157
STU100236,ECO218
STU100237,BIO349
STU100237,MECH238
STU100237,CIVIL408
STU100237,MECH457
STU100237,MATH314
STU100237,MECH495
STU100238,CHEM102
STU100238,HUM406
STU100238,EE175
STU100238,MATH216
STU100238,CHEM119
STU100238,MATH472
STU100239,BIO487
STU100239,MATH159
STU100239,MECH238
STU100239,HUM350
STU100239,EE471
STU100240,MATH352
STU100240,BIO301
STU100240,CHEM282
STU100240,EE461
STU100241,MECH217
STU100241,CS196
STU100241,MATH479
STU100241,CS395
STU100241,MECH453
STU100242,ECO264
STU100242,BIO487
STU100242,CS165
STU100242,ECO280
STU100242,PHY314
STU100243,CIVIL350
STU100243,MATH472
STU100243,MECH205
STU100244,MATH418
STU100244,CHEM257
STU100244,BIO487
STU100244,ECO218
STU100245,BIO349
STU100245,MECH273
STU100245,MATH110
STU100246,MECH217
STU100246,BIO153
STU100246,ECO160
STU100246,CS395
STU100246,ECO149
STU100246,MATH272
STU100247,MATH272
STU100247,ECO407
STU100247,MATH314
STU100247,MATH216
STU100248,MATH418
STU100248,CHEM444
STU100248,BIO153
STU100248,CIVIL196
STU100248,PHY210
STU100249,CIVIL236
STU100249,BIO487
STU100249,MECH273
STU100249,MATH352
STU100250,HUM246
STU100250,EE323
STU100250,BIO201
STU100250,HUM350
STU100250,CIVIL338
STU100251,CHEM231
STU100251,MATH479
STU100251,ECO218
STU100251,CIVIL196
STU100252,CIVIL236
STU100252,MECH203
STU100252,ECO340
STU100252,ECO196
STU100253,CIVIL139
STU100253,PHY496
STU100253,MECH203
STU100254,BIO277
STU100254,BIO349
STU100254,HUM284
STU100254,MECH453
STU100255,CS438
STU100255,HUM120
STU100255,HUM445
STU100255,ECO340
STU100255,EE210
STU100256,CIVIL236
STU100256,CS387
STU100256,CS395
STU100256,CHEM444
STU100257,CIVIL472
STU100257,BIO222
STU100257,PHY465
STU100257,PHY314
STU100257,CHEM151
STU100257,MECH453
STU100258,EE158
STU100258,CHEM219
STU100258,CIVIL408
STU100259,BIO349
STU100259,ECO183
STU100259,ECO340
STU100259,BIO132
STU100259,MECH453
STU100260,CHEM371
STU100260,CHEM282
STU100260,CHEM219
STU100260,ECO280
STU100260,BIO301
STU100261,EE111
STU100261,MATH112
STU100261,EE323
STU100262,MECH348
STU100262,ECO290
STU100262,ECO408
STU100263,HUM284
STU100263,ECO218
STU100263,BIO274
STU100263,CHEM444
STU100264,CS162
STU100264,HUM445
STU100264,MATH479
STU100264,CHEM371
STU100264,EE411
STU100264,PHY299
STU100265,BIO291
STU100265,BIO349
STU100265,PHY299
STU100265,MATH446
STU100266,BIO347
STU100266,MATH253
STU100266,HUM120
STU100266,BIO222
STU100266,CS328
STU100267,CIVIL236
STU100267,BIO487
STU100267,BIO262
STU100268,EE175
STU100268,BIO254
STU100268,HUM120
STU100268,PHY441
STU100268,MECH273
STU100269,ECO269
STU100269,MECH209
STU100269,CIVIL461
STU100269,BIO274
STU100269,CIVIL186
STU100269,CIVIL364
STU100270,PHY163
STU100270,MATH418
STU100270,BIO201
STU100270,MECH194
STU100271,MATH418
STU100271,HUM181
STU100271,CIVIL338
STU100272,BIO291
STU100272,CHEM444
STU100272,EE111
STU100272,HUM120
STU100272,BIO277
STU100272,ECO340
STU100273,HUM406
STU100273,MECH458
STU100273,MATH352
STU100273,BIO274
STU100273,CHEM151
STU100273,MECH453
STU100274,CS170
STU100274,ECO309
STU100274,ECO218
STU100274,CS450
STU100274,CS328
STU100274,MATH272
STU100275,BIO262
STU100275,BIO201
STU100275,MATH112
STU100275,MATH446
STU100275,PHY299
STU100275,MECH453
STU100276,ECO320
STU100276,MATH157
STU100276,MECH261
STU100276,MECH203
STU100276,ECO149
STU100277,ECO236
STU100277,BIO262
STU100277,MECH187
STU100277,MECH458
STU100278,CHEM257
STU100278,BIO125
STU100278,MATH122
STU100278,EE158
STU100278,CHEM490
STU100278,CHEM151
STU100279,EE175
STU100279,ECO183
STU100279,CIVIL109
STU100280,HUM181
STU100280,HUM120
STU100280,MATH314
STU100280,CIVIL364
STU100280,MECH405
STU100280,BIO132
STU100281,MATH253
STU100281,MATH110
STU100281,HUM397
STU100281,HUM120
STU100281,EE158
STU100282,CS170
STU100282,BIO349
STU100282,CHEM287
STU100283,EE411
STU100283,BIO222
STU100283,MATH489
STU100283,ECO218
STU100284,PHY430
STU100284,PHY499
STU100284,MATH112
STU100284,BIO125
STU100284,MECH348
STU100285,CHEM102
STU100285,BIO347
STU100285,MECH209
STU100285,MATH159
STU100285,HUM248
STU100286,HUM270
STU100286,MATH253
STU100286,HUM246
STU100286,MECH405
STU100286,CS387
STU100287,CHEM231
STU100287,CS165
STU100287,ECO461
STU100287,CS196
STU100287,CHEM422
STU100287,MECH273
STU100288,CIVIL142
STU100288,HUM114
STU100288,HUM120
STU100289,MECH348
STU100289,CIVIL262
STU100289,CHEM265
STU100290,ECO160
STU100290,PHY386
STU100290,CHEM287
STU100291,PHY197
STU100291,HUM350
STU100291,BIO222
STU100291,MECH453
STU100292,CS298
STU100292,BIO487
STU100292,CHEM231
STU100292,MATH253
STU100292,HUM397
STU100293,ECO264
STU100293,EE323
STU100293,PHY355
STU100293,BIO262
STU100294,PHY441
STU100294,MATH226
STU100294,PHY386
STU100295,CIVIL235
STU100295,CHEM102
STU100295,MECH453
STU100296,MATH418
STU100296,ECO269
STU100296,CIVIL142
STU100296,HUM335
STU100296,CHEM119
STU100296,EE411
STU100297,MATH418
STU100297,BIO277
STU100297,CIVIL186
STU100297,EE471
STU100297,CS367
STU100298,EE411
STU100298,MATH472
STU100298,MECH405
STU100298,MATH216
STU100299,MATH479
STU100299,BIO347
STU100299,MECH148
STU100299,EE146
STU100300,CHEM287
STU100300,EE146
STU100300,MECH453
STU100301,HUM246
STU100301,CS298
STU100301,PHY465
STU100301,CHEM358
STU100302,PHY499
STU100302,MECH209
STU100302,HUM120
STU100302,HUM114
STU100303,MECH468
STU100303,EE111
STU100303,CIVIL472
STU100303,PHY499
STU100303,CIVIL186
STU100304,HUM270
STU100304,BIO347
STU100304,EE471
STU100304,MATH112
STU100304,CHEM358
STU100304,CS328
STU100305,EE146
STU100305,EE111
STU100305,CHEM422
STU100305,PHY101
STU100305,PHY299
STU100305,ECO314
STU100306,PHY430
STU100306,ECO183
STU100306,CS367
STU100306,ECO461
STU100307,ECO236
STU100307,ECO264
STU100307,BIO262
STU100307,MECH187
STU100308,MATH418
STU100308,ECO320
STU100308,MECH217
STU100308,PHY499
STU100308,MATH472
STU100309,BIO307
STU100309,ECO218
STU100309,EE308
